CameraMaker,CameraModel,SensorDescription,SensorWidth(mm),SensorHeight(mm),SensorWidth(pixels),SensorHeight(pixels)
GE,C1433,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4376,3290
GE,C1440W,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4330,3256
GE,Create,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4060,3053
GE,E1030,"1/1.7"" (~ 7.53 x 5.64 mm)",7.53,5.64,3759,2805
GE,E1035,"1/1.7"" (~ 7.53 x 5.64 mm)",7.53,5.64,3759,2805
GE,E1040,"1/1.7"" (~ 7.53 x 5.64 mm)",7.53,5.64,3759,2805
GE,E1050,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,3772,2836
GE,E1050 TW,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,3665,2756
GE,E1055 W,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,3665,2756
GE,E1235,"1/1.72"" (~ 7.44 x 5.58 mm)",7.44,5.58,4060,3053
GE,E1240,"1/1.7"" (~ 7.53 x 5.64 mm)",7.53,5.64,4092,3054
GE,E1250TW,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4029,3029
GE,E1255W,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4029,3029
GE,E1276W,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4029,3029
GE,E1410SW,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4376,3290
GE,E1450W,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4376,3290
GE,E1480W,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4346,3268
GE,E1486TW,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4346,3268
GE,E1680W,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,4684,3522
GE,E840S,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3333,2506
GE,E850,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3322,2498
GE,G 1,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3137,2359
GE,G100,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4378,3292
GE,G2,"1/2.35"" (~ 6.03 x 4.52 mm)",6.03,4.52,3325,2500
GE,G3,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,3772,2836
GE,G3WP,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4029,3029
GE,G5WP,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4029,3029
GE,J1050,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,3665,2756
GE,J1250,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4029,3029
GE,J1455,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4330,3256
GE,J1456W,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4330,3256
GE,J1458W,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4330,3256
GE,J1470S,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,4389,3300
GE,PJ1,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4346,3268
GE,X1,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,4029,3029
GE,X3,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,3772,2836
GE,X500,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4684,3522
GE,X550,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4612,3468
GE,X600,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4378,3292
HP,CA350,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,3647,2742
HP,CB350,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4029,3029
HP,CW450,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4078,3066
HP,CW450t,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4078,3066
HP,Photosmart 120,"1/2"" (~ 6.4 x 4.8 mm)",6.4,4.8,1153,867
HP,Photosmart 318,"1/2.7"" (~ 5.33 x 4 mm)",5.33,4,1749,1315
HP,Photosmart 320,"1/2.7"" (~ 5.33 x 4 mm)",5.33,4,1672,1257
HP,Photosmart 435,"1/2.7"" (~ 5.33 x 4 mm)",5.33,4,2108,1585
HP,Photosmart 612,"1/2.7"" (~ 5.33 x 4 mm)",5.33,4,1749,1315
HP,Photosmart 620,"1/3"" (~ 4.8 x 3.6 mm)",4.8,3.6,1672,1257
HP,Photosmart 635,"1/3.2"" (~ 4.5 x 3.37 mm)",4.5,3.37,1678,1252
HP,Photosmart 715,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2108,1585
HP,Photosmart 720,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2108,1585
HP,Photosmart 733,"1/2.7"" (~ 5.33 x 4 mm)",5.33,4,2063,1551
HP,Photosmart 735,"1/2.7"" (~ 5.33 x 4 mm)",5.33,4,2108,1585
HP,Photosmart 812,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2335,1756
HP,Photosmart 850,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2335,1756
HP,Photosmart 935,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2640,1985
HP,Photosmart 945,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2604,1958
HP,Photosmart C20,"2/3"" (~ 8.8 x 6.6 mm)",8.8,6.6,1153,867
HP,Photosmart C200,"2/3"" (~ 8.8 x 6.6 mm)",8.8,6.6,1153,867
HP,Photosmart C215,"1/2.7"" (~ 5.33 x 4 mm)",5.33,4,1315,989
HP,Photosmart C30,"2/3"" (~ 8.8 x 6.6 mm)",8.8,6.6,1153,867
HP,Photosmart C315,"1/2.7"" (~ 5.33 x 4 mm)",5.33,4,1672,1257
HP,Photosmart C500,"2/3"" (~ 8.8 x 6.6 mm)",8.8,6.6,1631,1226
HP,Photosmart C618,"1/2.7"" (~ 5.33 x 4 mm)",5.33,4,1676,1260
HP,Photosmart C912,"2/3"" (~ 8.8 x 6.6 mm)",8.8,6.6,1710,1286
HP,Photosmart E317,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2604,1958
HP,Photosmart E327,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2579,1939
HP,Photosmart E337,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2579,1939
HP,Photosmart E427,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2825,2124
HP,Photosmart M22,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2306,1734
HP,Photosmart M23,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2306,1734
HP,Photosmart M307,"1/2.7"" (~ 5.33 x 4 mm)",5.33,4,2063,1551
HP,Photosmart M407,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2335,1756
HP,Photosmart M417,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2627,1975
HP,Photosmart M425,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2579,1939
HP,Photosmart M437,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2629,1977
HP,Photosmart M447,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2579,1939
HP,Photosmart M517,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2604,1958
HP,Photosmart M525,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2825,2124
HP,Photosmart M527,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2825,2124
HP,Photosmart M537,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2894,2176
HP,Photosmart M547,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2871,2159
HP,Photosmart M627,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3051,2294
HP,Photosmart M637,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3095,2327
HP,Photosmart M737,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3262,2453
HP,Photosmart Mz67,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,3262,2453
HP,Photosmart R507,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2363,1777
HP,Photosmart R607,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2335,1756
HP,Photosmart R707,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2604,1958
HP,Photosmart R717,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2871,2159
HP,Photosmart R725,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2871,2159
HP,Photosmart R727,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2871,2159
HP,Photosmart R742,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3051,2294
HP,Photosmart R817,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2655,1996
HP,Photosmart R818,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2655,1996
HP,Photosmart R827,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3095,2327
HP,Photosmart R837,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3137,2359
HP,Photosmart R847,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3262,2453
HP,Photosmart R927,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,3302,2483
HP,Photosmart R937,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3262,2453
HP,Photosmart R967,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,3665,2756
HP,PW460t,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4078,3066
HP,PW550,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4060,3053
HP,R607 BMW,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2335,1756
HP,R607 Harajuku,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2306,1734
HP,SB360,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4029,3029
HP,SW450,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4078,3066
Jenoptik,JD 1300 D,"1/2"" (~ 6.4 x 4.8 mm)",6.4,4.8,1315,989
Jenoptik,JD 1300 F,"1/2"" (~ 6.4 x 4.8 mm)",6.4,4.8,1315,989
Jenoptik,JD 1500 z3,"1/2"" (~ 6.4 x 4.8 mm)",6.4,4.8,1412,1062
Jenoptik,JD 2.1 FF,"1/3.2"" (~ 4.5 x 3.37 mm)",4.5,3.37,1678,1252
Jenoptik,JD 2.1 xz3,"1/3.2"" (~ 4.5 x 3.37 mm)",4.5,3.37,1678,1252
Jenoptik,JD 2100 AF,"1/2.7"" (~ 5.33 x 4 mm)",5.33,4,1676,1260
Jenoptik,JD 2100 F,"1/2.7"" (~ 5.33 x 4 mm)",5.33,4,1676,1260
Jenoptik,JD 2100 M,"1/2.7"" (~ 5.33 x 4 mm)",5.33,4,1676,1260
Jenoptik,JD 2100 z3 S,"1/2.7"" (~ 5.33 x 4 mm)",5.33,4,1676,1260
Jenoptik,JD 2300 z3,"1/1.7"" (~ 7.53 x 5.64 mm)",7.53,5.64,1755,1310
Jenoptik,JD 3.1 exclusiv,"1/2"" (~ 6.4 x 4.8 mm)",6.4,4.8,2031,1527
Jenoptik,JD 3.1 z3 MPEG 4,"1/2.7"" (~ 5.33 x 4 mm)",5.33,4,2047,1539
Jenoptik,JD 3.3 AF,"1/2.7"" (~ 5.33 x 4 mm)",5.33,4,2095,1575
Jenoptik,JD 3.3 xz3,"1/2.7"" (~ 5.33 x 4 mm)",5.33,4,2031,1527
Jenoptik,JD 3.3x4 ie,"1/2.7"" (~ 5.33 x 4 mm)",5.33,4,2031,1527
Jenoptik,JD 3.3z10,"1/2.7"" (~ 5.33 x 4 mm)",5.33,4,2108,1585
Jenoptik,JD 3300 z3,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2079,1563
Jenoptik,JD 3300 z3 S,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2076,1561
Jenoptik,JD 4.0 LCD,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2306,1734
Jenoptik,JD 4.1 xz3,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2343,1762
Jenoptik,JD 4.1 z3 MPEG4,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2306,1734
Jenoptik,JD 4.1 z8,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2306,1734
Jenoptik,JD 4.1 zoom,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2306,1734
Jenoptik,JD 4100 z3,"1/1.7"" (~ 7.53 x 5.64 mm)",7.53,5.64,2353,1756
Jenoptik,JD 4100 z3 S,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2306,1734
Jenoptik,JD 4100 zoom,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2343,1762
Jenoptik,JD 4360z,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2306,1734
Jenoptik,JD 4363z,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2306,1734
Jenoptik,JD 5.0z3 EasyShot,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2579,1939
Jenoptik,JD 5.2 z3,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2579,1939
Jenoptik,JD 5.2 z3 MPEG4,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2552,1919
Jenoptik,JD 5.2 zoom,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2579,1939
Jenoptik,JD 5200 z3,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2629,1977
Jenoptik,JD 6.0 z3,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2910,2188
Jenoptik,JD 6.0 z3 exclusiv,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2910,2188
Jenoptik,JD 6.0 z3 MPEG4,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2862,2152
Jenoptik,JD 8.0 exclusiv,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,3262,2453
Jenoptik,JD 8.0z3 EasyShot,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,3262,2453
Jenoptik,JD C 1.3 LCD,"1/2"" (~ 6.4 x 4.8 mm)",6.4,4.8,1315,989
Jenoptik,JD C 1.3 SD,"1/2"" (~ 6.4 x 4.8 mm)",6.4,4.8,1315,989
Jenoptik,JD C 1300,"1/2"" (~ 6.4 x 4.8 mm)",6.4,4.8,1315,989
Jenoptik,JD C 2.1 LCD,"1/2"" (~ 6.4 x 4.8 mm)",6.4,4.8,1631,1226
Jenoptik,JD C 3.0 S,"1/2"" (~ 6.4 x 4.8 mm)",6.4,4.8,1998,1502
Jenoptik,JD C 3.1 LCD,"1/2"" (~ 6.4 x 4.8 mm)",6.4,4.8,2044,1537
Jenoptik,JD C 3.1 LI,"1/2"" (~ 6.4 x 4.8 mm)",6.4,4.8,2063,1551
Jenoptik,JD C 3.1 SL,"1/2"" (~ 6.4 x 4.8 mm)",6.4,4.8,2063,1551
Jenoptik,JD C 3.1 z3,"1/2"" (~ 6.4 x 4.8 mm)",6.4,4.8,2095,1575
Jenoptik,JD C 5.0 SL,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2579,1939
JVC,GC-QX3HD,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2108,1585
JVC,GC-QX5HD,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2108,1585
Kodak,DC200,"1/1.76"" (~ 7.27 x 5.46 mm)",7.27,5.46,1095,823
Kodak,DC200 plus,"1/1.76"" (~ 7.27 x 5.46 mm)",7.27,5.46,1095,823
Kodak,DC210 plus,"1/1.76"" (~ 7.27 x 5.46 mm)",7.27,5.46,1095,823
Kodak,DC215,"1/1.76"" (~ 7.27 x 5.46 mm)",7.27,5.46,1095,823
Kodak,DC220,"1/1.76"" (~ 7.27 x 5.46 mm)",7.27,5.46,1095,823
Kodak,DC240,"1/1.76"" (~ 7.27 x 5.46 mm)",7.27,5.46,1264,950
Kodak,DC260,"1/1.76"" (~ 7.27 x 5.46 mm)",7.27,5.46,1412,1062
Kodak,DC265,"1/1.76"" (~ 7.27 x 5.46 mm)",7.27,5.46,1412,1062
Kodak,DC280,"1/1.7"" (~ 7.53 x 5.64 mm)",7.53,5.64,1637,1222
Kodak,DC290,"1/1.76"" (~ 7.27 x 5.46 mm)",7.27,5.46,1710,1286
Kodak,DC3200,"1/1.7"" (~ 7.53 x 5.64 mm)",7.53,5.64,1099,820
Kodak,DC3400,"1/1.7"" (~ 7.53 x 5.64 mm)",7.53,5.64,1637,1222
Kodak,DC3800,"1/1.7"" (~ 7.53 x 5.64 mm)",7.53,5.64,1637,1222
Kodak,DC4800,"1/1.76"" (~ 7.27 x 5.46 mm)",7.27,5.46,2031,1527
Kodak,DC5000,"1/1.76"" (~ 7.27 x 5.46 mm)",7.27,5.46,1631,1226
Kodak,DCS Pro 14n,36 x 24 mm,36,24,4533,3022
Kodak,DCS Pro SLR/c,36 x 24 mm,36,24,4500,3000
Kodak,DCS Pro SLR/n,36 x 24 mm,36,24,4500,3000
Kodak,DCS315,27.65 x 18.43 mm,27.65,18.43,1500,1000
Kodak,DCS330,18.1 x 13.5 mm,18.1,13.5,2005,1496
Kodak,DCS420,14 x 9.3 mm,14,9.3,1505,997
Kodak,DCS460,27.65 x 18.43 mm,27.65,18.43,3050,2033
Kodak,DCS520,27.65 x 18.43 mm,27.65,18.43,1733,1155
Kodak,DCS560,27.65 x 18.43 mm,27.65,18.43,3026,2017
Kodak,DCS620,27.65 x 18.43 mm,27.65,18.43,1733,1155
Kodak,DCS620x,22.8 x 15.5 mm,22.8,15.5,1714,1166
Kodak,DCS660,27.65 x 18.43 mm,27.65,18.43,3026,2017
Kodak,DCS720x,22.8 x 15.5 mm,22.8,15.5,1714,1166
Kodak,DCS760,27.65 x 18.43 mm,27.65,18.43,3026,2017
Kodak,DX3215,"1/2.7"" (~ 5.33 x 4 mm)",5.33,4,1264,950
Kodak,DX3500,"1/2"" (~ 6.4 x 4.8 mm)",6.4,4.8,1710,1286
Kodak,DX3600,"1/2"" (~ 6.4 x 4.8 mm)",6.4,4.8,1710,1286
Kodak,DX3700,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2031,1527
Kodak,DX3900,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2031,1527
Kodak,DX4330,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2031,1527
Kodak,DX4530,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2579,1939
Kodak,DX4900,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2306,1734
Kodak,DX6340,"1/2.7"" (~ 5.33 x 4 mm)",5.33,4,2031,1527
Kodak,DX6440,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2306,1734
Kodak,DX6490,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2306,1734
Kodak,DX7440,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2306,1734
Kodak,DX7590,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2579,1939
Kodak,DX7630,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2871,2159
Kodak,EasyShare C1013,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,3701,2783
Kodak,EasyShare C135,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4315,3244
Kodak,EasyShare C140,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3302,2483
Kodak,EasyShare C142,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3701,2783
Kodak,EasyShare C143,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4078,3066
Kodak,EasyShare C1505,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,3995,3004
Kodak,EasyShare C1530,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4392,3302
Kodak,EasyShare C1550,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4699,3533
Kodak,EasyShare C160,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3498,2630
Kodak,EasyShare C180,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,3755,2823
Kodak,EasyShare C182,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4110,3090
Kodak,EasyShare C183,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4406,3313
Kodak,EasyShare C190,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4110,3090
Kodak,EasyShare C195,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4392,3302
Kodak,EasyShare C300,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2063,1551
Kodak,EasyShare C310,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2306,1734
Kodak,EasyShare C330,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2306,1734
Kodak,EasyShare C340,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2579,1939
Kodak,EasyShare C360,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2579,1939
Kodak,EasyShare C433,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2306,1734
Kodak,EasyShare C503,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2579,1939
Kodak,EasyShare C513,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2579,1939
Kodak,EasyShare C530,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2671,2008
Kodak,EasyShare C533,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2579,1939
Kodak,EasyShare C610,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2849,2142
Kodak,EasyShare C613,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2871,2159
Kodak,EasyShare C623,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2825,2124
Kodak,EasyShare C643,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2849,2142
Kodak,EasyShare C653,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2849,2142
Kodak,EasyShare C663,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2825,2124
Kodak,EasyShare C703,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3137,2359
Kodak,EasyShare C713,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3051,2294
Kodak,EasyShare C743,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3072,2310
Kodak,EasyShare C763,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3072,2310
Kodak,EasyShare C813,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3302,2483
Kodak,EasyShare C875,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,3262,2453
Kodak,EasyShare C913,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3498,2630
Kodak,EasyShare CD1013,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,3701,2783
Kodak,EasyShare CD703,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3095,2327
Kodak,EasyShare CD80,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,3647,2742
Kodak,EasyShare CD82,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,3995,3004
Kodak,EasyShare CD90,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,3995,3004
Kodak,EasyShare CD93,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3555,2673
Kodak,EasyShare CX4200,"1/2.7"" (~ 5.33 x 4 mm)",5.33,4,1631,1226
Kodak,EasyShare CX4230,"1/2.7"" (~ 5.33 x 4 mm)",5.33,4,1631,1226
Kodak,EasyShare CX4300,"1/2.7"" (~ 5.33 x 4 mm)",5.33,4,2063,1551
Kodak,EasyShare CX6200,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,1631,1226
Kodak,EasyShare CX6230,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,1631,1226
Kodak,EasyShare CX6330,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2031,1527
Kodak,EasyShare CX6445,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2371,1783
Kodak,EasyShare CX7220,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,1631,1226
Kodak,EasyShare CX7300,"1/2.7"" (~ 5.33 x 4 mm)",5.33,4,2063,1551
Kodak,EasyShare CX7330,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2031,1527
Kodak,EasyShare CX7430,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2306,1734
Kodak,EasyShare CX7525,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2371,1783
Kodak,EasyShare CX7530,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2552,1919
Kodak,EasyShare LS745,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2277,1712
Kodak,EasyShare M1033,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,3665,2756
Kodak,EasyShare M1063,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3701,2783
Kodak,EasyShare M1073 IS,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3701,2783
Kodak,EasyShare M1093 IS,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,3665,2756
Kodak,EasyShare M215,"1/3"" (~ 4.8 x 3.6 mm)",4.8,3.6,4315,3244
Kodak,EasyShare M320,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3498,2630
Kodak,EasyShare M340,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,3683,2769
Kodak,EasyShare M341,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,3995,3004
Kodak,EasyShare M380,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,3683,2769
Kodak,EasyShare M381,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,3995,3004
Kodak,EasyShare M420,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,3701,2783
Kodak,EasyShare M522,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4346,3268
Kodak,EasyShare M530,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,3995,3004
Kodak,EasyShare M531,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4392,3302
Kodak,EasyShare M532,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4315,3244
Kodak,EasyShare M5370,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4612,3468
